31/05/2022 23:51:32,Más de 50 años.,Español.,,,,,,,,Sí,"Mi mujer es vasca y yo andaluz, hijos andaluces pero vivimos en guipuzkoa y hablan euskera los dos",No,No estoy de acuerdo.,En un colegio,Se quiere matricular y le preguntan datos personales y donde vive,,1,2,2,,,En una casa ,Vana. Cenar tortilla de patata y miran los ingredientes,,,2,,,,Explica que trabaja en la fabrica siemens,Explica algo sobre las maquinas de siemens,,,,2,,,Estoy bastante de acuerdo.,
1/06/2022 6:21:08,Entre 26 y 40 años.,Español.,,,,,,,,No,,Sí,No estoy de acuerdo en absoluto.,NO,NO,,,0,,,,,,,,0,,,,,,,,,,,,No estoy de acuerdo en absoluto.,
1/06/2022 9:23:50,Más de 50 años.,Español.,La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),,,,,,Sí,Yendo al euskaltegi,No,No estoy de acuerdo.,En la secretaría de algún centro de formación,Dos personas acuden a la secretaría de un centro y una de ellas desea matricularse en dicho centro. La secretaria le toma los datos personales para la matriculación,1,0,0,1,1,1,En un piso de estudiantes,Dos personas deciden hacer una tortilla de patatas para cenar ellos y sus compañeros y hacen un repaso de los ingredientes que tienen que comprar,0,0,1,1,1,1,En la casa de un particular,Un hombre explica las virtudes y costes de un sistema de calefacción y agua caliente mediante el empleo de un sistema geotérmico,0,1,0,1,0,1,No estoy de acuerdo.,
1/06/2022 10:20:53,Entre 26 y 40 años.,Catalán.,La leo y la entiendo fácilmente (escrito),Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",La entiendo y la hablo bien,Entiendo lo escrito de manera global,Sí,Estoy estudiando en Musikene y trabajando en Usurbil.,No,No estoy de acuerdo.,En una escuela,Una família llega a la escuela para hacer una matrícula y la profesora les va preguntando los datos para poder rellenarla.,1,1,5,5,5,3,En una cocina,Dos compañeros deciden hacer una cena para otros. Quieren hacer tortilla de patatas y hacen lista de la compra y después van a comprar.,0,0,4,5,4,4,En la casa particular del protagonista (Navarra),"El protagonista explica qué es la geotermia, la instalación para aprovechar el calor de la tierra y lo compara con otros paises.",1,1,2,4,2,2,No estoy de acuerdo.,
1/06/2022 11:44:57,Más de 50 años.,Español.,,"La entiendo bien (oral y escrito), pero no la hablo",,,,"La entiendo bien (oral y escrito), pero no la hablo",,No,,No,No estoy de acuerdo en absoluto.,En una oficina,"La delira le pide los datos al señor, el nombre y la direccion",0,1,0,1,1,0,En la cocina de casa,Van a hacer una tortilla de patata y están haciendo la lista de la compra ,0,1,0,1,0,0,En casa de una persona ,Está contando el sistema de calefacción tan gusy que tiene como otros países ,1,0,0,1,0,0,No estoy de acuerdo en absoluto.,
1/06/2022 12:08:38,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",Entiendo lo escrito de manera global,"La entiendo bien (oral y escrito), pero no la hablo",La leo y la entiendo fácilmente (escrito),No,,No,No estoy de acuerdo.,NOEn un colegio,NOUnos padres matriculan a su hijo en el colegio,2,3,4,4,4,4,en una cocina,Preparan una tortilla de patata,1,2,1,3,2,3,En una casa en Navarra ,Creo que habla sobre los sistemas de agua y climatización de su casa ,0,2,0,3,1,3,No estoy de acuerdo.,
1/06/2022 13:57:43,Entre 20 y 25 años.,Español.,"La entiendo y la hablo bien, La entiendo bien (oral y escrito), pero no la hablo, La leo y la entiendo fácilmente (escrito), Entiendo lo escrito de manera global",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,No,Estoy bastante de acuerdo.,En la universidad,Están pidiendo matricularse.,1,4,5,5,5,2,En la cocina.,La bolsa de la compra.,3,4,5,4,5,3,Casa de Javier.,Algo sobre la instalación eléctrica?,2,3,5,3,5,1,No estoy de acuerdo.,
1/06/2022 14:12:07,Entre 40 y 50 años.,Español.,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo en absoluto.,En una oficina ,Le da los datos personales para alguna gestión ,0,0,0,0,0,0,En una cocina le da receta ,,0,0,0,0,0,0,En una vivienda ,Ha renovado la caldera ,0,0,0,0,0,0,No estoy de acuerdo en absoluto.,
1/06/2022 15:49:59,Más de 50 años.,Español.,La entiendo y la hablo bien,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,No,No estoy de acuerdo.,En una oficina ,Aporte de datos para un formulario.,0,0,4,3,4,1,Coc8na familiar,Han hecho lista de la compra.,0,2,1,1,1,1,Chalet particular ,Explica la inversión y  el retorno en una instalación energética.,2,2,2,1,1,1,No estoy de acuerdo en absoluto.,
1/06/2022 17:30:15,Más de 50 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo",La leo y la entiendo fácilmente (escrito),,,,,,No,,No,No estoy de acuerdo en absoluto.,Parece que un colegio,Los señores comunican unos datos de residencia ,0,1,1,1,1,0,En una cocina de un casa privada,Elaboran la lista para ir a comprar ingredientes para hacer una tortilla de patatas ,0,1,1,1,0,0,En el chalet donde vive el señor que sale en el video,Parece que ha instalado un sistema geotérmico en su casa y explica cómo lo amortiza y en qué países esta mas avanzado,0,1,0,1,0,1,No estoy de acuerdo en absoluto.,
1/06/2022 17:51:42,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",,,,No,,No,No estoy de acuerdo en absoluto.,En una oficina administrativa,"Se presenta una pareja, les hacen preguntas a las que responde el hombre (sus datos personales) y firma un papel. ",0,0,1,2,2,0,En una cocina,Parecen anotar ingredientes de una comida. ,0,1,1,2,1,0,En una casa cerca del campo.,Parece hablar de la instalación de calefacción. ,0,1,0,2,0,0,No estoy de acuerdo.,
1/06/2022 17:56:07,Entre 40 y 50 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,,,,,,No,,No,No estoy de acuerdo en absoluto.,En un centro educativo.,Un hombre acude a apuntarse a una actividad o curso.,0,0,2,2,2,0,En la cocina de una casa.,El hijo quiere tortilla de patatas ,0,0,1,1,1,0,En la casa de un particular.,Cuenta el sistema de su casa para el ahorro energético. ,0,0,0,2,0,2,No estoy de acuerdo en absoluto.,
1/06/2022 17:57:48,Entre 40 y 50 años.,Español.,La entiendo y la hablo bien,,,,,,,Sí,Mi familia paterna es euskaldun ,Sí,No estoy de acuerdo en absoluto.,NOEn un centro educativo,"NOProceso de matriculación de un niño en un colegio solicitando los datos personales, dirección, lugar de nacimiento...",3,4,4,5,4,4,Cocina de una casa de universitarios,Están haciendo la lista de la compra para cocinar una tortilla de patata,1,2,2,4,2,2,En una casa de un particular,Explica que ha incorporado a su casa un sistema de geotermia como inversión y ahorro energético,2,4,2,5,2,2,No estoy de acuerdo.,
1/06/2022 18:24:40,Entre 20 y 25 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",Entiendo lo escrito de manera global,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",No,,Sí,No estoy de acuerdo en absoluto.,NOParece que en una escuela,"NOParece que dos padres matriculan a su hijo y le dan los datos a la mujer que trabaja allí, que rellena la matrícula ",1,0,5,5,3,4,"En una casa, en la cocina","Parece que quieren preparar una sorpresa y deciden hacer una tortilla de patatas, así que apuntan lo que van a necesitar para hacerla ",0,3,2,2,4,4,"Es un programa de televisión, se encuentran en la casa de un hombre ",Entrevistan al hombre sobre la energía geotérmica ,0,1,0,3,2,2,No estoy de acuerdo.,
1/06/2022 18:26:40,Entre 20 y 25 años.,"Español., Inglés.",La entiendo y la hablo bien,La entiendo y la hablo bien,Entiendo lo escrito de manera global,La entiendo y la hablo bien,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Sí,Porque mis amigas estudian en el país vasco. ,No,No estoy de acuerdo.,"NOEn una oficina, ya sea de colegio o gobierno","NODos personas, una pareja probablemente, se acercan a una oficina donde trabaja una mujer, y quieren inscribir a su hijo. Creo que quieren matricularlo en un colegio. Este niño tiene dos años y se llama Carmelo. ",2,1,5,2,5,3,En una cocina de una casa. ,Dos personas quieren hacer una tortilla de patata y están viendo qué hay en casa y qué necesitan para hacer la compra y poder cocinar. ,1,3,5,5,1,1,"En la casa de alguien, para un noticiero. ",El hombre está hablando del sistema de geotermia (la bomba de geotermia) que tiene en su casa. ,0,5,3,5,1,5,Estoy bastante de acuerdo.,
1/06/2022 18:48:33,Más de 50 años.,Español.,La leo y la entiendo fácilmente (escrito),,,,,,,No,,No,No estoy de acuerdo en absoluto.,Universidad/oficina ,Se está apuntando a algo,0,0,2,2,1,0,Casa,Deciden la cena ,0,1,1,2,0,0,Gorraitz,Explica el sistema de geotermia como alternativa para la calefacción.,,2,0,2,0,1,No estoy de acuerdo.,
1/06/2022 18:55:59,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,"No la entiendo, ni la leo",Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,No,,No,No estoy de acuerdo.,En la secretaría de un centro escolar,Están matriculando a alguien o matriculándose alguno de ellos,4,3,5,5,4,2,En la cocina de una casa,Conversación entre una madre y un hijo,2,3,5,4,3,3,En el jardín de una casa,Habla sobre el modo de calefacción de la casa,3,4,2,4,2,3,No estoy de acuerdo.,
1/06/2022 19:45:23,Entre 20 y 25 años.,"Español., Gallego.",La entiendo y la hablo bien,La entiendo y la hablo bien,La entiendo y la hablo bien,La entiendo y la hablo bien,"No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,Sí,Estudié un año euskera en la universidad,Sí,Estoy bastante de acuerdo.,"En una secretaría, probablemente de un centro de estudios ",Dos personas acuden para hacer una matrícula y dan sus datos personales. ,4,1,5,5,5,2,En una casa ,"dos compañeros de piso (probablemente) están organizando una comida, hablan de cosas que necesitan comprar. También hablan de la universidad.",2,2,5,5,5,2,en una casa de Navarra ,Un hombre explica cómo funciona una casa que utliza energía geotérmica. también habla de los costes y de sus ventajas y de cómo es usada la energía renovable en diferentes países. ,2,1,1,4,3,5,Estoy bastante de acuerdo.,
1/06/2022 20:14:19,Más de 50 años.,Español., ,,,,,,,No,,No,No estoy de acuerdo.,Una oficina ,"Entran dos personas a una oficina para hacer un trámite y la mujer que les atiende va preguntando al hombre sus datos personales y él los va respondiendo mientras ella los escribe con su máquina de escribir  : nombre , dirección, población ... Después le entrega la instancia y el hombre la firma.",2,2,0,2,1,2,En una cocina,Una chica y un chico parece que están haciendo una lista de la compra para hacer alguna comida que lleva patata. Hablan bastantes más cosas en su conversación pero no las entiendo ,1,1,1,2,1,2,En el jardín de una vivienda ,"Un señor explica los beneficios de una fuente de energía ( geotérmica) para instalar en el hogar , los usos que tiene y para lo que sirve y la compara con otras energías en coste y explica comparativamente la situacion de consumo de esta energía en varios países de Europa respecto de España",1,2,1,2,1,2,No estoy de acuerdo.,
1/06/2022 20:19:55,Más de 50 años.,"Español., Inglés.",La entiendo y la hablo bien,,,,,,,No,,No,No estoy de acuerdo en absoluto.,En la secretaría de un colegio,Una pareja solicita plaza en el colegio ,2,5,,5,5,5,En una cocina ,El chico le da la recta de tortilla a la chica ,4,4,5,5,5,5,En el campo,El chico explica que se ha hecho una cosa con instalaciones eficientes,5,5,4,3,5,5,No estoy de acuerdo.,
1/06/2022 20:30:50,Entre 20 y 25 años.,"Español., Catalán.",La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo",La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",No,,Sí,No estoy de acuerdo.,NOEn una oficina de administración,NOUna pareja va a la oficina a registrar el domicilio o a empadronarse.,0,0,5,5,4,4,En una cocina,Los han invitado a un evento y van a cocinar una tortilla de patata y están haciendo la lista de la compra y los ingredientes. ,2,1,5,5,4,4,En la casa del interlocutor,"El interlocutor cuenta las características de su caldera, que parece particular. ",1,1,5,4,2,5,No estoy de acuerdo.,
1/06/2022 20:32:34,Más de 50 años.,Español., ,,,,,,,No,,No,No estoy de acuerdo.,NOEn un colegio.,NOUn padre y una madre matriculan a su hijo.,0,1,1,1,0,1,En un domicilio particular.,No lo sé.,0,1,0,0,0,0,En una casa en el ámbito rural.,Un hombre habla sobre un sistema ecológico de calefacción.,0,1,0,1,0,1,No estoy de acuerdo.,
1/06/2022 20:36:36,Más de 50 años.,Español., ,,,,,,,No,,No,No estoy de acuerdo en absoluto.,Una oficina,Creo que esta dando sus datos personales para realizar unas gestión: matrícula. ,,2,2,2,2,2,En la cocina de un piso.,Van a preparar tortilla de patata para cenar y han hecho la lista de la compra de las cosas que necesitan y no tienen. ,2,2,2,2,2,2,En una vivienda unifamiliar con jardin.,Que se explica como funciona la energía del calor de la tierra en esa casa. ,2,2,2,2,2,2,No estoy de acuerdo.,
1/06/2022 20:45:26,Más de 50 años.,Español.,"La entiendo bien (oral y escrito), pero no la hablo",La leo y la entiendo fácilmente (escrito),,,,,,Sí,He vivido en Bilbao y ahora en Pamplona,No,No estoy de acuerdo.,En un centro educativo,Hacen la matrícula,1,1,4,4,4,4,Cocina,Hablan de cómo hacer tortilla de patatas,1,1,3,5,5,5,En un pueblo,Como están hechas las instalaciones,4,4,0,2,0,2,No estoy de acuerdo.,
1/06/2022 21:10:58,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,"No la entiendo, ni la leo",La leo y la entiendo fácilmente (escrito),Entiendo lo escrito de manera global,Sí,Mi familia vive en San Sebastián ,No,No estoy de acuerdo en absoluto.,En una oficina ,La pareja tiene que hacer algun tipo de papeleo burocrático y le da sus datos a la mujer que trabaja allí ,0,0,4,4,2,2,En una cocina,Quieren hacer una tortilla de patata y están haciendo la lista de la compra ,0,0,1,2,0,1,Navarra,"Habla de instalaciones de calefacción, agua, etc.",0,0,0,1,0,2,No estoy de acuerdo en absoluto.,
1/06/2022 22:31:01,Más de 50 años.,"Español., Alemán",La entiendo y la hablo bien,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Entiendo lo escrito de manera global,"No la entiendo, ni la leo",No,,No,No estoy de acuerdo.,Oficina,Me toman los datos a una persona,0,0,5,5,4,3,Parecer que máster en hijo hacer una lista de compras,Parece que madre e hijo hace una lista de compra,0,0,4,4,3,2,En chalet de un hombre,Hablamos de la calefacción o algo así,0,0,5,5,4,3,No estoy de acuerdo.,
1/06/2022 23:20:02,Más de 50 años.,Español,"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",No,,No,No estoy de acuerdo en absoluto.,Ni idea,Dar datos,0,0,0,0,0,0,Cocina,Ni idea,0,0,0,0,0,0,Casa,Energia,0,0,0,1,0,0,No estoy de acuerdo en absoluto.,
1/06/2022 23:21:57,Más de 50 años.,Español.,La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),,,,,,No,,No,No estoy de acuerdo en absoluto.,en la secretaría de algun sitio,quiere matricularse de algo y le piden su nombre y domicilio,,5,4,3,3,3,en la cocina de una casa,hacen la lista de la compra,2,5,2,,2,2,en una casa con una instalacion de geotermia,explica como funciona la calefaccion por geotermia en su casa. creo que la persona es instalador  ,5,5,2,2,2,5,No estoy de acuerdo en absoluto.,
1/06/2022 23:34:03,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,Entiendo lo escrito de manera global,,,,,,Sí,Amigos vascos,No,No estoy de acuerdo en absoluto.,Una oficina/ secretaria,"El chico viene a matricularse en algo y la chica le pregunta sus datos nombre, apellidos direccion",0,0,3,4,3,3,Cocina,Quieren hacer una fiesta sorpresa y la chica le pide la receta para ver si tienen y sino ir a comprar,0,0,3,4,4,3,,,,,,,,,No estoy de acuerdo.,
2/06/2022 7:36:06,Entre 40 y 50 años.,Español.,La entiendo y la hablo bien,Entiendo lo escrito de manera global,Entiendo lo escrito de manera global,La entiendo y la hablo bien,"No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",No,,No,No estoy de acuerdo en absoluto.,Universidad,Una pareja llega para matricularse en algo y la administrativa toma los datos de el chico,0,2,4,3,3,3,La cocina de casa,Deciden dar una sorpresa a alguien y hacen una lista de cosas que necesitan,0,1,3,2,1,1,Casa del señor entrevistado,"El señor habla sobre la instalación de un sistema energético sostenible para la calefacción y agua caliente, lo que supone esa Ili versión y su uso en España respectó a otros países",3,5,2,2,2,4,No estoy de acuerdo.,
2/06/2022 8:57:08,Más de 50 años.,Español., ,La leo y la entiendo fácilmente (escrito),,,,Entiendo lo escrito de manera global,,Sí,Familiares viviendo en Euskadi,No,Estoy completamente de acuerdo.,Oficina,Presentando una solicitud,0,0,2,5,1,2,Cocina de casa,,,,,,,,en casa de campo,calefacccion,1,2,1,4,1,1,No estoy de acuerdo.,
2/06/2022 12:39:28,Más de 50 años.,Español.,"La entiendo y la hablo bien, La leo y la entiendo fácilmente (escrito)","La entiendo y la hablo bien, La leo y la entiendo fácilmente (escrito)",,,,,,Sí,Estudie en el colegio durante 6 años,No,No estoy de acuerdo.,En el instituto,Realizando matrícula en instituto,5,5,5,5,5,5,En casa,Preparando cena después de venir del trabajo,5,5,5,5,,3,Exterior casa ,Explicación que significa la geometría y manera se aprovechar sus ventajas,5,5,5,5,5,,No estoy de acuerdo.,
2/06/2022 22:33:16,Menos de 20 años.,Español.,La leo y la entiendo fácilmente (escrito),"La entiendo bien (oral y escrito), pero no la hablo",,,,,,No,,No,No estoy de acuerdo.,NOEn la oficina de un colegio/instituto,NOUnos padres acuden a un centro educativo para matricular a su hijo,0,0,2,2,2,1,En una cocina,Un hijo y una madre hacen la lista de la compra así como hablan del futuro universitario del chico,0,1,2,2,2,2,En el domicilio del hablante,"El hombre explica algo sobre electrodomésticos e instalaciones, quizás es un técnico especializado en calderas",0,1,0,2,0,0,No estoy de acuerdo.,
3/06/2022 9:28:47,Entre 26 y 40 años.,"Español., Gallego.",La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),,La leo y la entiendo fácilmente (escrito),La entiendo y la hablo bien,Sí,"Conozco algunas expresiones cotidianas, frases o palabras gracias al cine, música o amistades dentro de la vida estudiantil. También los medios de comunicación y redes sociales ayudan a habituarme a estas.",No,No estoy de acuerdo.,NOUn colegio,NOParece ser que los padres de dos hermanos quieren matricularlos en un colegio o algo similar.,1,2,3,5,4,4,Una cocina,Redactan una lista de la compra para preparar tortilla de patatas.,1,2,3,5,4,3,Una vivienda particular,"Habla sobre la inversión que supone una instalacion geotérmica en casa y sobre los beneficios, condiciones y cual es su implantación a nivel europeo",1,2,3,5,4,4,No estoy de acuerdo.,
3/06/2022 12:00:15,Entre 26 y 40 años.,Español.,La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),"La entiendo bien (oral y escrito), pero no la hablo",La leo y la entiendo fácilmente (escrito),"No la entiendo, ni la leo","La entiendo bien (oral y escrito), pero no la hablo","No la entiendo, ni la leo",No,,Sí,Estoy bastante de acuerdo.,En una secretaría de una institución educativa,El joven llega a esta oficina para matricularse y la secretaria le toma los datos u rellena el formulario.,1,3,3,4,3,4,En una casa particular,"Creo que están hablando sobre realizar una tortilla de patatas y, por lo tanto, están haciendo una lista de los ingredientes que van a necesitar",1,2,2,3,3,3,En la casa del señor ,Creo que habla sobre un sistema de ahorro de energía y agua en casas particulares. Compara estos nuevos sistemas de países como Noruega o Alemania con los españoles. ,1,1,1,2,1,1,Estoy bastante de acuerdo.,
3/06/2022 12:39:19,Menos de 20 años.,"Español., Italiano.",La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,Entiendo lo escrito de manera global,La leo y la entiendo fácilmente (escrito),La leo y la entiendo fácilmente (escrito),No,,Sí,No estoy de acuerdo.,NOEn una biblioteca ,NOLos dos chicos llegan y le piden a la bibliotecaria si pueden llevarse los libros prestados. La bibliotecaria les dice que sí y les pide los datos.,3,2,4,4,5,2,En la cocina de una casa.,Hay un chico y una chica que están hablando sobre cómo se realiza una receta. ,1,3,4,3,1,1,En un chalet. ,Hay un señor que habla del funcionamiento de la caldera.,3,3,4,2,2,2,No estoy de acuerdo.,
3/06/2022 13:13:09,Menos de 20 años.,Español.,La entiendo y la hablo bien,La entiendo y la hablo bien,"La entiendo bien (oral y escrito), pero no la hablo",La entiendo y la hablo bien,La leo y la entiendo fácilmente (escrito),"La entiendo bien (oral y escrito), pero no la hablo","La entiendo bien (oral y escrito), pero no la hablo",No,,No,No estoy de acuerdo.,En una oficina,Es una especie de entrevista donde se preguntan datos personales,4,4,5,5,5,2,En la cocina de una casa,Una madre y un hijo están haciendo la lista de la compra comentando qué necesitan,3,3,5,5,5,1,La casa de un señor y sus inmediaciones ,Un hombre está explicando unos mecanismos de calefacción,3,3,5,4,5,1,Estoy bastante de acuerdo.,
3/06/2022 15:15:56,Entre 26 y 40 años.,Español.,Entiendo lo escrito de manera global, ,,,,,,No,,No,No estoy de acuerdo.,NOSecretaría colegio,NOEstán matriculado al hijo en el comegio,0,0,1,5,3,3,Cocina,Hacen la lista de la compra para hacer tortilla de patatas,0,0,2,5,5,3,Jardín ,Algo sobre máquinas ,0,0,0,5,0,0,No estoy de acuerdo en absoluto.,
3/06/2022 15:18:33,Entre 26 y 40 años.,Español.,Entiendo lo escrito de manera global,"No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo","No la entiendo, ni la leo",Sí,Tengo amigos vascos,No,No estoy de acuerdo.,Instituto o universidad,Matrícula de inscripcion,0,0,3,4,1,2,En un piso de estudiantes,Haciendo lista de la compra para hacer una tortilla de patatas,0,0,2,3,2,0,"En una casa de campo, chalet",Explicación de las ventajas de ahorro de un sistema de calefaccion,0,1,0,5,0,0,No estoy de acuerdo.,